Image,Mask
D:\Data\brats18\train/Image/2_30_114.npy,D:\Data\brats18\train/Mask/2_30_114.npy
D:\Data\brats18\train/Image/2_30_115.npy,D:\Data\brats18\train/Mask/2_30_115.npy
D:\Data\brats18\train/Image/2_30_116.npy,D:\Data\brats18\train/Mask/2_30_116.npy
D:\Data\brats18\train/Image/2_30_117.npy,D:\Data\brats18\train/Mask/2_30_117.npy
D:\Data\brats18\train/Image/2_30_118.npy,D:\Data\brats18\train/Mask/2_30_118.npy
D:\Data\brats18\train/Image/2_30_119.npy,D:\Data\brats18\train/Mask/2_30_119.npy
D:\Data\brats18\train/Image/2_30_12.npy,D:\Data\brats18\train/Mask/2_30_12.npy
D:\Data\brats18\train/Image/2_30_120.npy,D:\Data\brats18\train/Mask/2_30_120.npy
D:\Data\brats18\train/Image/2_30_121.npy,D:\Data\brats18\train/Mask/2_30_121.npy
D:\Data\brats18\train/Image/2_30_122.npy,D:\Data\brats18\train/Mask/2_30_122.npy
D:\Data\brats18\train/Image/2_30_123.npy,D:\Data\brats18\train/Mask/2_30_123.npy
D:\Data\brats18\train/Image/2_30_124.npy,D:\Data\brats18\train/Mask/2_30_124.npy
D:\Data\brats18\train/Image/2_30_125.npy,D:\Data\brats18\train/Mask/2_30_125.npy
D:\Data\brats18\train/Image/2_30_13.npy,D:\Data\brats18\train/Mask/2_30_13.npy
D:\Data\brats18\train/Image/2_30_14.npy,D:\Data\brats18\train/Mask/2_30_14.npy
D:\Data\brats18\train/Image/2_30_15.npy,D:\Data\brats18\train/Mask/2_30_15.npy
D:\Data\brats18\train/Image/2_30_16.npy,D:\Data\brats18\train/Mask/2_30_16.npy
D:\Data\brats18\train/Image/2_30_17.npy,D:\Data\brats18\train/Mask/2_30_17.npy
D:\Data\brats18\train/Image/2_30_18.npy,D:\Data\brats18\train/Mask/2_30_18.npy
D:\Data\brats18\train/Image/2_30_19.npy,D:\Data\brats18\train/Mask/2_30_19.npy
D:\Data\brats18\train/Image/2_30_20.npy,D:\Data\brats18\train/Mask/2_30_20.npy
D:\Data\brats18\train/Image/2_30_21.npy,D:\Data\brats18\train/Mask/2_30_21.npy
D:\Data\brats18\train/Image/2_30_22.npy,D:\Data\brats18\train/Mask/2_30_22.npy
D:\Data\brats18\train/Image/2_30_23.npy,D:\Data\brats18\train/Mask/2_30_23.npy
D:\Data\brats18\train/Image/2_30_24.npy,D:\Data\brats18\train/Mask/2_30_24.npy
D:\Data\brats18\train/Image/2_30_25.npy,D:\Data\brats18\train/Mask/2_30_25.npy
D:\Data\brats18\train/Image/2_30_26.npy,D:\Data\brats18\train/Mask/2_30_26.npy
D:\Data\brats18\train/Image/2_30_27.npy,D:\Data\brats18\train/Mask/2_30_27.npy
D:\Data\brats18\train/Image/2_30_28.npy,D:\Data\brats18\train/Mask/2_30_28.npy
D:\Data\brats18\train/Image/2_30_29.npy,D:\Data\brats18\train/Mask/2_30_29.npy
D:\Data\brats18\train/Image/2_30_30.npy,D:\Data\brats18\train/Mask/2_30_30.npy
D:\Data\brats18\train/Image/2_30_31.npy,D:\Data\brats18\train/Mask/2_30_31.npy
D:\Data\brats18\train/Image/2_30_32.npy,D:\Data\brats18\train/Mask/2_30_32.npy
D:\Data\brats18\train/Image/2_30_33.npy,D:\Data\brats18\train/Mask/2_30_33.npy
D:\Data\brats18\train/Image/2_30_34.npy,D:\Data\brats18\train/Mask/2_30_34.npy
D:\Data\brats18\train/Image/2_30_35.npy,D:\Data\brats18\train/Mask/2_30_35.npy
D:\Data\brats18\train/Image/2_30_36.npy,D:\Data\brats18\train/Mask/2_30_36.npy
D:\Data\brats18\train/Image/2_30_37.npy,D:\Data\brats18\train/Mask/2_30_37.npy
D:\Data\brats18\train/Image/2_30_38.npy,D:\Data\brats18\train/Mask/2_30_38.npy
D:\Data\brats18\train/Image/2_30_39.npy,D:\Data\brats18\train/Mask/2_30_39.npy
D:\Data\brats18\train/Image/2_30_40.npy,D:\Data\brats18\train/Mask/2_30_40.npy
D:\Data\brats18\train/Image/2_30_41.npy,D:\Data\brats18\train/Mask/2_30_41.npy
D:\Data\brats18\train/Image/2_30_42.npy,D:\Data\brats18\train/Mask/2_30_42.npy
D:\Data\brats18\train/Image/2_30_43.npy,D:\Data\brats18\train/Mask/2_30_43.npy
D:\Data\brats18\train/Image/2_30_44.npy,D:\Data\brats18\train/Mask/2_30_44.npy
D:\Data\brats18\train/Image/2_30_45.npy,D:\Data\brats18\train/Mask/2_30_45.npy
D:\Data\brats18\train/Image/2_30_46.npy,D:\Data\brats18\train/Mask/2_30_46.npy
D:\Data\brats18\train/Image/2_30_47.npy,D:\Data\brats18\train/Mask/2_30_47.npy
D:\Data\brats18\train/Image/2_30_48.npy,D:\Data\brats18\train/Mask/2_30_48.npy
D:\Data\brats18\train/Image/2_30_49.npy,D:\Data\brats18\train/Mask/2_30_49.npy
D:\Data\brats18\train/Image/2_30_50.npy,D:\Data\brats18\train/Mask/2_30_50.npy
D:\Data\brats18\train/Image/2_30_51.npy,D:\Data\brats18\train/Mask/2_30_51.npy
D:\Data\brats18\train/Image/2_30_52.npy,D:\Data\brats18\train/Mask/2_30_52.npy
D:\Data\brats18\train/Image/2_30_53.npy,D:\Data\brats18\train/Mask/2_30_53.npy
D:\Data\brats18\train/Image/2_30_54.npy,D:\Data\brats18\train/Mask/2_30_54.npy
D:\Data\brats18\train/Image/2_30_55.npy,D:\Data\brats18\train/Mask/2_30_55.npy
D:\Data\brats18\train/Image/2_30_56.npy,D:\Data\brats18\train/Mask/2_30_56.npy
D:\Data\brats18\train/Image/2_30_57.npy,D:\Data\brats18\train/Mask/2_30_57.npy
D:\Data\brats18\train/Image/2_30_58.npy,D:\Data\brats18\train/Mask/2_30_58.npy
D:\Data\brats18\train/Image/2_30_59.npy,D:\Data\brats18\train/Mask/2_30_59.npy
D:\Data\brats18\train/Image/2_30_60.npy,D:\Data\brats18\train/Mask/2_30_60.npy
D:\Data\brats18\train/Image/2_30_61.npy,D:\Data\brats18\train/Mask/2_30_61.npy
D:\Data\brats18\train/Image/2_30_62.npy,D:\Data\brats18\train/Mask/2_30_62.npy
D:\Data\brats18\train/Image/2_30_63.npy,D:\Data\brats18\train/Mask/2_30_63.npy
D:\Data\brats18\train/Image/2_30_64.npy,D:\Data\brats18\train/Mask/2_30_64.npy
D:\Data\brats18\train/Image/2_30_65.npy,D:\Data\brats18\train/Mask/2_30_65.npy
D:\Data\brats18\train/Image/2_30_66.npy,D:\Data\brats18\train/Mask/2_30_66.npy
D:\Data\brats18\train/Image/2_30_67.npy,D:\Data\brats18\train/Mask/2_30_67.npy
D:\Data\brats18\train/Image/2_30_68.npy,D:\Data\brats18\train/Mask/2_30_68.npy
D:\Data\brats18\train/Image/2_30_69.npy,D:\Data\brats18\train/Mask/2_30_69.npy
D:\Data\brats18\train/Image/2_30_70.npy,D:\Data\brats18\train/Mask/2_30_70.npy
D:\Data\brats18\train/Image/2_30_71.npy,D:\Data\brats18\train/Mask/2_30_71.npy
D:\Data\brats18\train/Image/2_30_72.npy,D:\Data\brats18\train/Mask/2_30_72.npy
D:\Data\brats18\train/Image/2_30_73.npy,D:\Data\brats18\train/Mask/2_30_73.npy
D:\Data\brats18\train/Image/2_30_74.npy,D:\Data\brats18\train/Mask/2_30_74.npy
D:\Data\brats18\train/Image/2_30_75.npy,D:\Data\brats18\train/Mask/2_30_75.npy
D:\Data\brats18\train/Image/2_30_76.npy,D:\Data\brats18\train/Mask/2_30_76.npy
D:\Data\brats18\train/Image/2_30_77.npy,D:\Data\brats18\train/Mask/2_30_77.npy
D:\Data\brats18\train/Image/2_30_78.npy,D:\Data\brats18\train/Mask/2_30_78.npy
D:\Data\brats18\train/Image/2_30_79.npy,D:\Data\brats18\train/Mask/2_30_79.npy
D:\Data\brats18\train/Image/2_30_80.npy,D:\Data\brats18\train/Mask/2_30_80.npy
D:\Data\brats18\train/Image/2_30_81.npy,D:\Data\brats18\train/Mask/2_30_81.npy
D:\Data\brats18\train/Image/2_30_82.npy,D:\Data\brats18\train/Mask/2_30_82.npy
D:\Data\brats18\train/Image/2_30_83.npy,D:\Data\brats18\train/Mask/2_30_83.npy
D:\Data\brats18\train/Image/2_30_84.npy,D:\Data\brats18\train/Mask/2_30_84.npy
D:\Data\brats18\train/Image/2_30_85.npy,D:\Data\brats18\train/Mask/2_30_85.npy
D:\Data\brats18\train/Image/2_30_86.npy,D:\Data\brats18\train/Mask/2_30_86.npy
D:\Data\brats18\train/Image/2_30_87.npy,D:\Data\brats18\train/Mask/2_30_87.npy
D:\Data\brats18\train/Image/2_30_88.npy,D:\Data\brats18\train/Mask/2_30_88.npy
D:\Data\brats18\train/Image/2_30_89.npy,D:\Data\brats18\train/Mask/2_30_89.npy
D:\Data\brats18\train/Image/2_30_9.npy,D:\Data\brats18\train/Mask/2_30_9.npy
D:\Data\brats18\train/Image/2_30_90.npy,D:\Data\brats18\train/Mask/2_30_90.npy
D:\Data\brats18\train/Image/2_30_91.npy,D:\Data\brats18\train/Mask/2_30_91.npy
D:\Data\brats18\train/Image/2_30_92.npy,D:\Data\brats18\train/Mask/2_30_92.npy
D:\Data\brats18\train/Image/2_30_93.npy,D:\Data\brats18\train/Mask/2_30_93.npy
D:\Data\brats18\train/Image/2_30_94.npy,D:\Data\brats18\train/Mask/2_30_94.npy
D:\Data\brats18\train/Image/2_30_95.npy,D:\Data\brats18\train/Mask/2_30_95.npy
D:\Data\brats18\train/Image/2_30_96.npy,D:\Data\brats18\train/Mask/2_30_96.npy
D:\Data\brats18\train/Image/2_30_97.npy,D:\Data\brats18\train/Mask/2_30_97.npy
D:\Data\brats18\train/Image/2_30_98.npy,D:\Data\brats18\train/Mask/2_30_98.npy
D:\Data\brats18\train/Image/2_30_99.npy,D:\Data\brats18\train/Mask/2_30_99.npy
D:\Data\brats18\train/Image/2_31_0.npy,D:\Data\brats18\train/Mask/2_31_0.npy
D:\Data\brats18\train/Image/2_31_1.npy,D:\Data\brats18\train/Mask/2_31_1.npy
D:\Data\brats18\train/Image/2_31_10.npy,D:\Data\brats18\train/Mask/2_31_10.npy
D:\Data\brats18\train/Image/2_31_102.npy,D:\Data\brats18\train/Mask/2_31_102.npy
D:\Data\brats18\train/Image/2_31_103.npy,D:\Data\brats18\train/Mask/2_31_103.npy
D:\Data\brats18\train/Image/2_31_105.npy,D:\Data\brats18\train/Mask/2_31_105.npy
D:\Data\brats18\train/Image/2_31_106.npy,D:\Data\brats18\train/Mask/2_31_106.npy
D:\Data\brats18\train/Image/2_31_111.npy,D:\Data\brats18\train/Mask/2_31_111.npy
D:\Data\brats18\train/Image/2_31_112.npy,D:\Data\brats18\train/Mask/2_31_112.npy
D:\Data\brats18\train/Image/2_31_114.npy,D:\Data\brats18\train/Mask/2_31_114.npy
D:\Data\brats18\train/Image/2_31_115.npy,D:\Data\brats18\train/Mask/2_31_115.npy
D:\Data\brats18\train/Image/2_31_12.npy,D:\Data\brats18\train/Mask/2_31_12.npy
D:\Data\brats18\train/Image/2_31_13.npy,D:\Data\brats18\train/Mask/2_31_13.npy
D:\Data\brats18\train/Image/2_31_14.npy,D:\Data\brats18\train/Mask/2_31_14.npy
D:\Data\brats18\train/Image/2_31_15.npy,D:\Data\brats18\train/Mask/2_31_15.npy
D:\Data\brats18\train/Image/2_31_16.npy,D:\Data\brats18\train/Mask/2_31_16.npy
D:\Data\brats18\train/Image/2_31_17.npy,D:\Data\brats18\train/Mask/2_31_17.npy
D:\Data\brats18\train/Image/2_31_18.npy,D:\Data\brats18\train/Mask/2_31_18.npy
D:\Data\brats18\train/Image/2_31_19.npy,D:\Data\brats18\train/Mask/2_31_19.npy
D:\Data\brats18\train/Image/2_31_21.npy,D:\Data\brats18\train/Mask/2_31_21.npy
D:\Data\brats18\train/Image/2_31_22.npy,D:\Data\brats18\train/Mask/2_31_22.npy
D:\Data\brats18\train/Image/2_31_23.npy,D:\Data\brats18\train/Mask/2_31_23.npy
D:\Data\brats18\train/Image/2_31_24.npy,D:\Data\brats18\train/Mask/2_31_24.npy
D:\Data\brats18\train/Image/2_31_25.npy,D:\Data\brats18\train/Mask/2_31_25.npy
D:\Data\brats18\train/Image/2_31_26.npy,D:\Data\brats18\train/Mask/2_31_26.npy
D:\Data\brats18\train/Image/2_31_27.npy,D:\Data\brats18\train/Mask/2_31_27.npy
D:\Data\brats18\train/Image/2_31_28.npy,D:\Data\brats18\train/Mask/2_31_28.npy
D:\Data\brats18\train/Image/2_31_3.npy,D:\Data\brats18\train/Mask/2_31_3.npy
D:\Data\brats18\train/Image/2_31_30.npy,D:\Data\brats18\train/Mask/2_31_30.npy
D:\Data\brats18\train/Image/2_31_31.npy,D:\Data\brats18\train/Mask/2_31_31.npy
D:\Data\brats18\train/Image/2_31_32.npy,D:\Data\brats18\train/Mask/2_31_32.npy
D:\Data\brats18\train/Image/2_31_33.npy,D:\Data\brats18\train/Mask/2_31_33.npy
D:\Data\brats18\train/Image/2_31_34.npy,D:\Data\brats18\train/Mask/2_31_34.npy
D:\Data\brats18\train/Image/2_31_35.npy,D:\Data\brats18\train/Mask/2_31_35.npy
D:\Data\brats18\train/Image/2_31_36.npy,D:\Data\brats18\train/Mask/2_31_36.npy
D:\Data\brats18\train/Image/2_31_37.npy,D:\Data\brats18\train/Mask/2_31_37.npy
D:\Data\brats18\train/Image/2_31_39.npy,D:\Data\brats18\train/Mask/2_31_39.npy
D:\Data\brats18\train/Image/2_31_4.npy,D:\Data\brats18\train/Mask/2_31_4.npy
D:\Data\brats18\train/Image/2_31_40.npy,D:\Data\brats18\train/Mask/2_31_40.npy
D:\Data\brats18\train/Image/2_31_41.npy,D:\Data\brats18\train/Mask/2_31_41.npy
D:\Data\brats18\train/Image/2_31_42.npy,D:\Data\brats18\train/Mask/2_31_42.npy
D:\Data\brats18\train/Image/2_31_43.npy,D:\Data\brats18\train/Mask/2_31_43.npy
D:\Data\brats18\train/Image/2_31_44.npy,D:\Data\brats18\train/Mask/2_31_44.npy
D:\Data\brats18\train/Image/2_31_45.npy,D:\Data\brats18\train/Mask/2_31_45.npy
D:\Data\brats18\train/Image/2_31_46.npy,D:\Data\brats18\train/Mask/2_31_46.npy
D:\Data\brats18\train/Image/2_31_48.npy,D:\Data\brats18\train/Mask/2_31_48.npy
D:\Data\brats18\train/Image/2_31_49.npy,D:\Data\brats18\train/Mask/2_31_49.npy
D:\Data\brats18\train/Image/2_31_5.npy,D:\Data\brats18\train/Mask/2_31_5.npy
D:\Data\brats18\train/Image/2_31_50.npy,D:\Data\brats18\train/Mask/2_31_50.npy
D:\Data\brats18\train/Image/2_31_51.npy,D:\Data\brats18\train/Mask/2_31_51.npy
D:\Data\brats18\train/Image/2_31_52.npy,D:\Data\brats18\train/Mask/2_31_52.npy
D:\Data\brats18\train/Image/2_31_53.npy,D:\Data\brats18\train/Mask/2_31_53.npy
D:\Data\brats18\train/Image/2_31_54.npy,D:\Data\brats18\train/Mask/2_31_54.npy
D:\Data\brats18\train/Image/2_31_55.npy,D:\Data\brats18\train/Mask/2_31_55.npy
D:\Data\brats18\train/Image/2_31_57.npy,D:\Data\brats18\train/Mask/2_31_57.npy
D:\Data\brats18\train/Image/2_31_58.npy,D:\Data\brats18\train/Mask/2_31_58.npy
D:\Data\brats18\train/Image/2_31_59.npy,D:\Data\brats18\train/Mask/2_31_59.npy
D:\Data\brats18\train/Image/2_31_6.npy,D:\Data\brats18\train/Mask/2_31_6.npy
D:\Data\brats18\train/Image/2_31_60.npy,D:\Data\brats18\train/Mask/2_31_60.npy
D:\Data\brats18\train/Image/2_31_61.npy,D:\Data\brats18\train/Mask/2_31_61.npy
D:\Data\brats18\train/Image/2_31_62.npy,D:\Data\brats18\train/Mask/2_31_62.npy
D:\Data\brats18\train/Image/2_31_63.npy,D:\Data\brats18\train/Mask/2_31_63.npy
D:\Data\brats18\train/Image/2_31_64.npy,D:\Data\brats18\train/Mask/2_31_64.npy
D:\Data\brats18\train/Image/2_31_66.npy,D:\Data\brats18\train/Mask/2_31_66.npy
D:\Data\brats18\train/Image/2_31_67.npy,D:\Data\brats18\train/Mask/2_31_67.npy
D:\Data\brats18\train/Image/2_31_68.npy,D:\Data\brats18\train/Mask/2_31_68.npy
D:\Data\brats18\train/Image/2_31_69.npy,D:\Data\brats18\train/Mask/2_31_69.npy
D:\Data\brats18\train/Image/2_31_7.npy,D:\Data\brats18\train/Mask/2_31_7.npy
D:\Data\brats18\train/Image/2_31_70.npy,D:\Data\brats18\train/Mask/2_31_70.npy
D:\Data\brats18\train/Image/2_31_71.npy,D:\Data\brats18\train/Mask/2_31_71.npy
D:\Data\brats18\train/Image/2_31_72.npy,D:\Data\brats18\train/Mask/2_31_72.npy
D:\Data\brats18\train/Image/2_31_73.npy,D:\Data\brats18\train/Mask/2_31_73.npy
D:\Data\brats18\train/Image/2_31_75.npy,D:\Data\brats18\train/Mask/2_31_75.npy
D:\Data\brats18\train/Image/2_31_76.npy,D:\Data\brats18\train/Mask/2_31_76.npy
D:\Data\brats18\train/Image/2_31_77.npy,D:\Data\brats18\train/Mask/2_31_77.npy
D:\Data\brats18\train/Image/2_31_78.npy,D:\Data\brats18\train/Mask/2_31_78.npy
D:\Data\brats18\train/Image/2_31_79.npy,D:\Data\brats18\train/Mask/2_31_79.npy
D:\Data\brats18\train/Image/2_31_8.npy,D:\Data\brats18\train/Mask/2_31_8.npy
D:\Data\brats18\train/Image/2_31_80.npy,D:\Data\brats18\train/Mask/2_31_80.npy
D:\Data\brats18\train/Image/2_31_81.npy,D:\Data\brats18\train/Mask/2_31_81.npy
D:\Data\brats18\train/Image/2_31_82.npy,D:\Data\brats18\train/Mask/2_31_82.npy
D:\Data\brats18\train/Image/2_31_84.npy,D:\Data\brats18\train/Mask/2_31_84.npy
D:\Data\brats18\train/Image/2_31_85.npy,D:\Data\brats18\train/Mask/2_31_85.npy
D:\Data\brats18\train/Image/2_31_86.npy,D:\Data\brats18\train/Mask/2_31_86.npy
D:\Data\brats18\train/Image/2_31_87.npy,D:\Data\brats18\train/Mask/2_31_87.npy
D:\Data\brats18\train/Image/2_31_88.npy,D:\Data\brats18\train/Mask/2_31_88.npy
D:\Data\brats18\train/Image/2_31_89.npy,D:\Data\brats18\train/Mask/2_31_89.npy
D:\Data\brats18\train/Image/2_31_9.npy,D:\Data\brats18\train/Mask/2_31_9.npy
D:\Data\brats18\train/Image/2_31_90.npy,D:\Data\brats18\train/Mask/2_31_90.npy
D:\Data\brats18\train/Image/2_31_91.npy,D:\Data\brats18\train/Mask/2_31_91.npy
D:\Data\brats18\train/Image/2_31_93.npy,D:\Data\brats18\train/Mask/2_31_93.npy
D:\Data\brats18\train/Image/2_31_94.npy,D:\Data\brats18\train/Mask/2_31_94.npy
D:\Data\brats18\train/Image/2_31_95.npy,D:\Data\brats18\train/Mask/2_31_95.npy
D:\Data\brats18\train/Image/2_31_96.npy,D:\Data\brats18\train/Mask/2_31_96.npy
D:\Data\brats18\train/Image/2_31_97.npy,D:\Data\brats18\train/Mask/2_31_97.npy
D:\Data\brats18\train/Image/2_31_98.npy,D:\Data\brats18\train/Mask/2_31_98.npy
D:\Data\brats18\train/Image/2_32_1.npy,D:\Data\brats18\train/Mask/2_32_1.npy
D:\Data\brats18\train/Image/2_32_10.npy,D:\Data\brats18\train/Mask/2_32_10.npy
D:\Data\brats18\train/Image/2_32_100.npy,D:\Data\brats18\train/Mask/2_32_100.npy
D:\Data\brats18\train/Image/2_32_101.npy,D:\Data\brats18\train/Mask/2_32_101.npy
D:\Data\brats18\train/Image/2_32_102.npy,D:\Data\brats18\train/Mask/2_32_102.npy
D:\Data\brats18\train/Image/2_32_103.npy,D:\Data\brats18\train/Mask/2_32_103.npy
D:\Data\brats18\train/Image/2_32_104.npy,D:\Data\brats18\train/Mask/2_32_104.npy
D:\Data\brats18\train/Image/2_32_105.npy,D:\Data\brats18\train/Mask/2_32_105.npy
D:\Data\brats18\train/Image/2_32_106.npy,D:\Data\brats18\train/Mask/2_32_106.npy
D:\Data\brats18\train/Image/2_32_107.npy,D:\Data\brats18\train/Mask/2_32_107.npy
D:\Data\brats18\train/Image/2_32_108.npy,D:\Data\brats18\train/Mask/2_32_108.npy
D:\Data\brats18\train/Image/2_32_109.npy,D:\Data\brats18\train/Mask/2_32_109.npy
D:\Data\brats18\train/Image/2_32_11.npy,D:\Data\brats18\train/Mask/2_32_11.npy
D:\Data\brats18\train/Image/2_32_110.npy,D:\Data\brats18\train/Mask/2_32_110.npy
D:\Data\brats18\train/Image/2_32_111.npy,D:\Data\brats18\train/Mask/2_32_111.npy
D:\Data\brats18\train/Image/2_32_112.npy,D:\Data\brats18\train/Mask/2_32_112.npy
D:\Data\brats18\train/Image/2_32_113.npy,D:\Data\brats18\train/Mask/2_32_113.npy
D:\Data\brats18\train/Image/2_32_114.npy,D:\Data\brats18\train/Mask/2_32_114.npy
D:\Data\brats18\train/Image/2_32_115.npy,D:\Data\brats18\train/Mask/2_32_115.npy
D:\Data\brats18\train/Image/2_32_116.npy,D:\Data\brats18\train/Mask/2_32_116.npy
D:\Data\brats18\train/Image/2_32_117.npy,D:\Data\brats18\train/Mask/2_32_117.npy
D:\Data\brats18\train/Image/2_32_118.npy,D:\Data\brats18\train/Mask/2_32_118.npy
D:\Data\brats18\train/Image/2_32_119.npy,D:\Data\brats18\train/Mask/2_32_119.npy
D:\Data\brats18\train/Image/2_32_120.npy,D:\Data\brats18\train/Mask/2_32_120.npy
D:\Data\brats18\train/Image/2_32_121.npy,D:\Data\brats18\train/Mask/2_32_121.npy
D:\Data\brats18\train/Image/2_32_122.npy,D:\Data\brats18\train/Mask/2_32_122.npy
D:\Data\brats18\train/Image/2_32_123.npy,D:\Data\brats18\train/Mask/2_32_123.npy
D:\Data\brats18\train/Image/2_32_124.npy,D:\Data\brats18\train/Mask/2_32_124.npy
D:\Data\brats18\train/Image/2_32_125.npy,D:\Data\brats18\train/Mask/2_32_125.npy
D:\Data\brats18\train/Image/2_32_13.npy,D:\Data\brats18\train/Mask/2_32_13.npy
D:\Data\brats18\train/Image/2_32_14.npy,D:\Data\brats18\train/Mask/2_32_14.npy
D:\Data\brats18\train/Image/2_32_16.npy,D:\Data\brats18\train/Mask/2_32_16.npy
D:\Data\brats18\train/Image/2_32_17.npy,D:\Data\brats18\train/Mask/2_32_17.npy
D:\Data\brats18\train/Image/2_32_19.npy,D:\Data\brats18\train/Mask/2_32_19.npy
D:\Data\brats18\train/Image/2_32_2.npy,D:\Data\brats18\train/Mask/2_32_2.npy
D:\Data\brats18\train/Image/2_32_20.npy,D:\Data\brats18\train/Mask/2_32_20.npy
D:\Data\brats18\train/Image/2_32_22.npy,D:\Data\brats18\train/Mask/2_32_22.npy
D:\Data\brats18\train/Image/2_32_23.npy,D:\Data\brats18\train/Mask/2_32_23.npy
D:\Data\brats18\train/Image/2_32_25.npy,D:\Data\brats18\train/Mask/2_32_25.npy
D:\Data\brats18\train/Image/2_32_26.npy,D:\Data\brats18\train/Mask/2_32_26.npy
D:\Data\brats18\train/Image/2_32_28.npy,D:\Data\brats18\train/Mask/2_32_28.npy
D:\Data\brats18\train/Image/2_32_29.npy,D:\Data\brats18\train/Mask/2_32_29.npy
D:\Data\brats18\train/Image/2_32_31.npy,D:\Data\brats18\train/Mask/2_32_31.npy
D:\Data\brats18\train/Image/2_32_32.npy,D:\Data\brats18\train/Mask/2_32_32.npy
D:\Data\brats18\train/Image/2_32_34.npy,D:\Data\brats18\train/Mask/2_32_34.npy
D:\Data\brats18\train/Image/2_32_35.npy,D:\Data\brats18\train/Mask/2_32_35.npy
D:\Data\brats18\train/Image/2_32_36.npy,D:\Data\brats18\train/Mask/2_32_36.npy
D:\Data\brats18\train/Image/2_32_37.npy,D:\Data\brats18\train/Mask/2_32_37.npy
D:\Data\brats18\train/Image/2_32_38.npy,D:\Data\brats18\train/Mask/2_32_38.npy
D:\Data\brats18\train/Image/2_32_39.npy,D:\Data\brats18\train/Mask/2_32_39.npy
D:\Data\brats18\train/Image/2_32_4.npy,D:\Data\brats18\train/Mask/2_32_4.npy
D:\Data\brats18\train/Image/2_32_40.npy,D:\Data\brats18\train/Mask/2_32_40.npy
D:\Data\brats18\train/Image/2_32_41.npy,D:\Data\brats18\train/Mask/2_32_41.npy
D:\Data\brats18\train/Image/2_32_42.npy,D:\Data\brats18\train/Mask/2_32_42.npy
D:\Data\brats18\train/Image/2_32_43.npy,D:\Data\brats18\train/Mask/2_32_43.npy
D:\Data\brats18\train/Image/2_32_44.npy,D:\Data\brats18\train/Mask/2_32_44.npy
D:\Data\brats18\train/Image/2_32_45.npy,D:\Data\brats18\train/Mask/2_32_45.npy
D:\Data\brats18\train/Image/2_32_46.npy,D:\Data\brats18\train/Mask/2_32_46.npy
D:\Data\brats18\train/Image/2_32_47.npy,D:\Data\brats18\train/Mask/2_32_47.npy
D:\Data\brats18\train/Image/2_32_48.npy,D:\Data\brats18\train/Mask/2_32_48.npy
D:\Data\brats18\train/Image/2_32_49.npy,D:\Data\brats18\train/Mask/2_32_49.npy
D:\Data\brats18\train/Image/2_32_5.npy,D:\Data\brats18\train/Mask/2_32_5.npy
D:\Data\brats18\train/Image/2_32_50.npy,D:\Data\brats18\train/Mask/2_32_50.npy
D:\Data\brats18\train/Image/2_32_51.npy,D:\Data\brats18\train/Mask/2_32_51.npy
D:\Data\brats18\train/Image/2_32_52.npy,D:\Data\brats18\train/Mask/2_32_52.npy
D:\Data\brats18\train/Image/2_32_53.npy,D:\Data\brats18\train/Mask/2_32_53.npy
D:\Data\brats18\train/Image/2_32_54.npy,D:\Data\brats18\train/Mask/2_32_54.npy
D:\Data\brats18\train/Image/2_32_55.npy,D:\Data\brats18\train/Mask/2_32_55.npy
D:\Data\brats18\train/Image/2_32_56.npy,D:\Data\brats18\train/Mask/2_32_56.npy
D:\Data\brats18\train/Image/2_32_57.npy,D:\Data\brats18\train/Mask/2_32_57.npy
D:\Data\brats18\train/Image/2_32_58.npy,D:\Data\brats18\train/Mask/2_32_58.npy
D:\Data\brats18\train/Image/2_32_59.npy,D:\Data\brats18\train/Mask/2_32_59.npy
D:\Data\brats18\train/Image/2_32_60.npy,D:\Data\brats18\train/Mask/2_32_60.npy
D:\Data\brats18\train/Image/2_32_61.npy,D:\Data\brats18\train/Mask/2_32_61.npy
D:\Data\brats18\train/Image/2_32_62.npy,D:\Data\brats18\train/Mask/2_32_62.npy
D:\Data\brats18\train/Image/2_32_63.npy,D:\Data\brats18\train/Mask/2_32_63.npy
D:\Data\brats18\train/Image/2_32_64.npy,D:\Data\brats18\train/Mask/2_32_64.npy
D:\Data\brats18\train/Image/2_32_65.npy,D:\Data\brats18\train/Mask/2_32_65.npy
D:\Data\brats18\train/Image/2_32_66.npy,D:\Data\brats18\train/Mask/2_32_66.npy
D:\Data\brats18\train/Image/2_32_67.npy,D:\Data\brats18\train/Mask/2_32_67.npy
D:\Data\brats18\train/Image/2_32_68.npy,D:\Data\brats18\train/Mask/2_32_68.npy
D:\Data\brats18\train/Image/2_32_69.npy,D:\Data\brats18\train/Mask/2_32_69.npy
